---------			
FIGNO:TC11619			
XPROP:x in La1-xThxPb3			
XUNIT:			
YPROP:Tc			
YUNIT:K			
PPROP:			
PUNIT:			

---------			
xdata	ydata	pdata	number
0	4.16	1	1
0.14	3.18	1	2
0.24	1.46	1	3
0.4	0.18	1	4
0.648	1.19	1	5
0.768	2.61	1	6
0.884	4.13	1	7
0.94	5.58	1	8
0.984	5.52	1	9
