---------			
FIGNO:MHC11657			
XPROP:T			
XUNIT:K			
YPROP:Hc2			
YUNIT:kOe			
"PPROP:1 for H//ab, 2 for H//c"			
PUNIT:			

---------			
xdata	ydata	pdata	number
20.6	92.96	1	
22.7	53.52	1	
23.5	43.66	1	
23.6	36.62	1	
23.9	29.58	1	
24.4	19.72	1
25	9.86	1
25.5	0	1
15.1	54.93	2
15.8	49.3	2
17	43.66	2
17.5	39.44	2
19.6	29.58	2
19.9	28.17	2
21.5	19.72	2
21.8	19.72	2
23.3	9.86	2
24.4	4.23	2
0	92.96	2
