"bQC/bFL[15K] (T)(X), created by Plot Digitizer, 2.6.8",
"Date: 21/11/26, 14:23:45",
,
,
8,
X,bQC/bFL[15K] (T)
0.000542299,4.92891
0.0504338,46.6351
0.100325,35.2607
0.12961,65.9716
0.159978,76.9668
0.179501,13.6493
0.200108,11.564
0.249458,5.30806
,
7,
X,A*(mWcmK-2)
0,0.260333
0.05,0.414252
0.1,0.514964
0.13,0.594774
0.18,0.167221
0.2,0.254632
0.25,0.0950119
