---------			
FIGNO:MTC11993			
XPROP:e/a			
XUNIT:			
YPROP:Tc			
YUNIT:K			
PPROP:			
PUNIT:			

---------			
xdata	ydata	pdata	number
2.336	1.24		
2.366	1.69		
2.385	1.96		
2.423	1.93		
2.464	1.82		
2.551	1.67
2.604	1.93
2.63	2.18
2.672	3
2.717	3.53
2.755	3.11
2.8	2.84
2.838	3.02
2.879	3.58
2.909	3.69
2.955	3.87
2.996	3.13
