---------			
FIGNO:OHC78			
XPROP:T			
XUNIT:K			
YPROP:Hc2			
YUNIT:kOe			
"PPROP:1 for H//ab, 2 for H//c*"			
PUNIT:			

---------			
xdata	ydata	pdata	number
0.44	50.53	1	1
1.03	45.63	1	2
1.49	40.74	1	3
1.97	33.07	1	4
2.18	30.29	1	5
2.34	25.13	1	6
2.49	25.53	1	7
2.75	20.37	1	8
3.11	15.61	1	9
3.28	13.76	1	10
3.3	10.45	1	11
3.41	10.58	1	12
3.59	8.99	1	13
3.72	5.56	1	14
3.77	5.69	1	15
3.92	3.97	1	16
4.13	0.4	1	17
0.44	9.66	2	1
0.9	8.2	2	2
1.13	8.07	2	3
1.51	6.75	2	4
1.7	6.22	2	5
2.02	5.42	2	6
2.75	3.84	2	7
2.97	3.17	2	8
3.41	2.25	2	9
3.64	1.46	2	10
3.8	1.06	2	11
4.02	0.53	2	12
4.13	0.26	2	13
