****			
FIGNO: MRH157427			
XPROP: T			
XUNIT: K			
YPROP: RH			
YUNIT: E-4 cm3/C			
PPROP: 			
PUNIT: 			
SAMPLE:  SnAs			
****			
			
XDATA	YDATA	PDATA	NUMBER
24.8 	-2.40 	1	1
51.0 	-2.27 	1	2
99.6 	-1.99 	1	3
200.1 	-1.39 	1	4
300.5 	-0.92 	1	5
