****			
FIGNO: MPH154074			
XPROP: Cr-content			
XUNIT: x  in BaFe2-xCrxAs2			
YPROP: Tn			
YUNIT: K			
PPROP: 			
PUNIT: 			
sample: BaFe2-xCrxAs2			
****			
			
XDATA	YDATA	PDATA	NUMBER
0.00 	131.5 	1	1
0.04 	118.1 	1	2
0.08 	103.8 	1	3
0.14 	89.2 	1	4
0.20 	79.2 	1	5
0.36 	58.1 	1	6
