****			
FIGNO: MHC158052			
XPROP: T			
XUNIT: K			
YPROP: Hc2			
YUNIT: kOe			
PPROP: 			
PUNIT: 			
SAMPLE: LaIrSi3			
****			
			
XDATA	YDATA	PDATA	NUMBER
0.096 	1.658 	H//[110]	1
0.251 	1.493 	H//[110]	2
0.345 	1.306 	H//[110]	3
0.400 	1.204 	H//[110]	4
0.499 	0.958 	H//[110]	5
0.570 	0.807 	H//[110]	6
0.646 	0.615 	H//[110]	7
0.730 	0.405 	H//[110]	8
0.820 	0.205 	H//[110]	9
0.902 	0.003 	H//[110]	10
0.097 	1.200 	H//[001]	1
0.200 	1.089 	H//[001]	2
0.292 	1.003 	H//[001]	3
0.319 	1.006 	H//[001]	4
0.428 	0.806 	H//[001]	5
0.561 	0.599 	H//[001]	6
0.681 	0.403 	H//[001]	7
0.780 	0.203 	H//[001]	8
0.889 	0.000 	H//[001]	9
