---------			
FIGNO:MTC40857			
XPROP:x in LixZrNCl			
XUNIT:			
YPROP:Tc			
YUNIT:K			
PPROP:			
PUNIT:			
---------			
xdata	ydata	pdata	number
0.059	15.17	1	1
0.059	14.88	1	2
0.072	15.2	1	3
0.085	14.23	1	4
0.082	13.86	1	5
0.098	12.82	1	6
0.115	12.66	1	7
0.117	12.76	1	8
0.133	12.14	1	9
0.14	12.11	1	10
0.166	12.32	1	11
0.166	11.95	1	12
0.196	11.85	1	13
0.216	11.51	1	14
0.228	11.59	1	15
0.243	11.72	1	16
0.257	11.56	1	17
0.268	11.77	1	18
0.289	11.59	1	19
0.292	11.38	1	20
0.309	11.38	1	21
