****			
FIGNO: MTC157734			
XPROP: P			
XUNIT: GPa			
YPROP: Tc			
YUNIT: K			
PPROP: 			
PUNIT: 			
SAMPLE: LaFeSiH			
****			
			
XDATA	YDATA	PDATA	NUMBER
0.02 	8.47 	1	1
1.01 	8.73 	1	2
2.01 	8.35 	1	3
3.02 	7.15 	1	4
5.02 	6.56 	1	5
7.02 	6.01 	1	6
9.01 	5.47 	1	7
11.03 	3.96 	1	8
15.30 	0.04 	1	9
