****			
FIGNO: MTC156840			
XPROP: Ce-content			
XUNIT: x  in (La1-xCex)Ru3Si2			
YPROP: Tc			
YUNIT: K			
PPROP: 			
PUNIT: 			
sample: (La1-xCex)Ru3Si2			
****			
			
XDATA	YDATA	PDATA	NUMBER
0.000 	6.89 	1	1
0.100 	5.12 	1	2
0.200 	4.62 	1	3
0.401 	3.35 	1	4
0.600 	2.47 	1	5
