"Tc [K](Sb concentration y), created by Plot Digitizer, 2.6.8",
"Date: 23/10/03, 10:50:13",
,
,
3,C
Sb concentration y,Tc [K]
0,2.50595
0.0595614,2.19643
0.11943,1.70833
,
2,r
0,2.70238
0.0196491,2.55357
