"NTranseff(Temperature (K)), created by Plot Digitizer, 2.6.8",
"Date: 22/03/04, 13:49:06",
,
,
7,
Temperature (K),NTranseff
14.519,0.147399
29.7265,0.0975008
49.7898,0.0219586
59.7931,0.000404019
70.1023,0.000473677
80.0666,0.0012167
99.9988,0.000675686
,
7,
Temperature (K),NTEquileff
14.4848,0.297781
29.3628,0.194759
49.7992,0.0306021
59.7719,0.0235216
70.0881,0.0164454
79.7088,0.0177608
99.9894,0.0120041
