****			
FIGNO: MHC155613			
XPROP: T/Tc			
XUNIT: 			
YPROP: Hc2			
YUNIT: mT			
PPROP: 			
PUNIT: 			
sample: Th0.93Zr0.07B12			
****			
			
XDATA	YDATA	PDATA	NUMBER
0.435 	70.0 	1	1
0.524 	59.9 	1	2
0.607 	49.9 	1	3
0.691 	39.7 	1	4
0.762 	29.7 	1	5
0.846 	19.6 	1	6
0.925 	9.5 	1	7
1.002 	0.4 	1	8
0.001 	97.5 	1	9
			
			
****			
FIGNO: MHC155613			
XPROP: T/Tc			
XUNIT: 			
YPROP: Hc1			
YUNIT: mT			
PPROP: 			
PUNIT: 			
sample: Th0.93Zr0.07B12			
****			
			
XDATA	YDATA	PDATA	NUMBER
0.328 	4.80 	1	1
0.364 	4.62 	1	2
0.408 	4.43 	1	3
0.454 	4.09 	1	4
0.500 	3.98 	1	5
0.544 	3.67 	1	6
0.590 	3.21 	1	7
0.635 	2.90 	1	8
0.681 	2.70 	1	9
0.728 	2.26 	1	10
0.773 	1.98 	1	11
0.819 	1.60 	1	12
0.864 	1.29 	1	13
0.911 	1.00 	1	14
0.998 	0.26 	1	15
0.000 	5.98 	1	16
