---------		B-doped diamond		
FIGNO:MTC150009				
XPROP:B-content				
XUNIT:E+20 /cm3				
YPROP:Tc				
YUNIT:K				
PPROP:				
PUNIT:				
---------				
xdata	ydata	pdata	number	
5.57	0.38	PHC4320065	1	
13.4	2.5	PHC4320065	2	
11.9	2.62	PHC4320065	3	
3.37	0	PHC4320065	4	Tcn=0.05
25	3.95			
17.5	2.68	DRM0160915	1	film
15	2.04	DRM0160915	2	film
4.8	1.73	DRM0160915	3	film
5	2.68	DRM0160915	4	film
