****			
FIGNO: MTC154776			
XPROP: In-content			
XUNIT: x  in (Pb0.4Sn0.6)1-xInxTe			
YPROP: Tc			
YUNIT: K			
PPROP: 			
PUNIT: 			
sample: (Pb0.4Sn0.6)1-xInxTe			
****			
			
XDATA	YDATA	PDATA	NUMBER
0.041 	0.379 	1	1
0.052 	0.675 	1	2
0.080 	2.180 	1	3
0.119 	3.592 	1	4
0.162 	4.001 	1	5
0.200 	4.187 	1	6
