****			
FIGNO:MHC150634			
XPROP:T			
XUNIT:K			
YPROP:Hc2			
YUNIT:T			
PPROP:sample #			
PUNIT:			

****			
xdata	ydata	pdata	number
0.299 	1.398 	#150635	1
0.640 	1.298 	#150635	2
0.813 	1.199 	#150635	3
0.963 	1.100 	#150635	4
1.106 	0.997 	#150635	5
1.214 	0.897 	#150635	6
1.328 	0.798 	#150635	7
1.441 	0.695 	#150635	8
1.543 	0.600 	#150635	9
1.645 	0.500 	#150635	10
1.740 	0.397 	#150635	11
1.836 	0.298 	#150635	12
1.926 	0.199 	#150635	13
2.010 	0.099 	#150635	14
2.051 	0.050 	#150635	15
2.093 	0.000 	#150635	16
0.281 	0.699 	#150634	1
0.359 	0.596 	#150634	2
0.461 	0.500 	#150634	3
0.556 	0.397 	#150634	4
0.640 	0.298 	#150634	5
0.724 	0.199 	#150634	6
0.819 	0.099 	#150634	7
0.945 	0.000 	#150634	8
