****			
FIGNO: MHC157697			
XPROP: T			
XUNIT: K			
"YPROP: Hc1,  Hc2"			
"YUNIT: mT,  T"			
PPROP: 			
PUNIT: 			
SAMPLE: Li0.8Fe0.2OHFeSe			
****			
			
XDATA	YDATA	PDATA	NUMBER
1.77 	180.90 	SC-1	1
1.77 	102.48 	SC-1	2
1.81 	72.30 	SC-1	3
2.49 	32.75 	SC-1	4
2.49 	27.15 	SC-1	5
4.93 	66.99 	SC-1	6
4.92 	22.43 	SC-1	7
5.00 	13.77 	SC-1	8
7.53 	8.64 	SC-1	9
10.01 	10.95 	SC-1	10
10.00 	6.33 	SC-1	11
10.00 	4.36 	SC-1	12
12.00 	3.27 	SC-1	13
12.00 	2.69 	SC-1	14
15.06 	2.55 	Sc-2	1
15.02 	1.91 	Sc-2	2
15.07 	1.18 	Sc-2	3
17.02 	1.46 	Sc-2	4
20.03 	1.31 	Sc-2	5
19.96 	1.06 	Sc-2	6
20.07 	0.58 	Sc-2	7
23.05 	0.73 	Sc-2	8
24.98 	0.59 	Sc-2	9
24.99 	0.30 	Sc-2	10
27.99 	0.34 	Sc-2	11
30.07 	0.40 	Sc-2	12
30.04 	0.28 	Sc-2	13
30.00 	0.23 	Sc-2	14
33.07 	0.11 	Sc-2	15
12.04 	0.05 	phase boundary	
16.26 	0.05 	phase boundary	
38.75 	0.05 	phase boundary	
1.82 	7.24 	Hc1	1
2.51 	9.18 	Hc1	2
5.04 	7.24 	Hc1	3
7.39 	8.22 	Hc1	4
10.02 	7.62 	Hc1	5
11.97 	10.03 	Hc1	6
14.96 	6.53 	Hc1	7
16.97 	7.25 	Hc1	8
20.04 	4.42 	Hc1	9
23.04 	5.35 	Hc1	10
25.03 	5.53 	Hc1	11
30.03 	3.00 	Hc1	12
33.12 	1.59 	Hc1	13
34.96 	1.31 	Hc1	14
38.06 	0.39 	Hc1	15
39.97 	0.95 	Hc1	16
