---------			
FIGNO:RH40463			
XPROP:Tc of YBa2Cu3O6+z			
XUNIT:K			
YPROP:penetration depth			
YUNIT:micron-m			
PPROP:			
PUNIT:			
---------			
xdata	ydata	pdata	number
4	160.1 		
5.1	144.3 		
6.5	107.2 		
7.3	88.7 		
9	69.7 		
10.3	59.8 
11.2	55.2 
12	51.0 
14.3	41.6 
15.1	39.2 
16.4	35.9 
17.8	32.5 
18.2	31.2 
19.4	29.0 
20.2	27.8 
