---------			
FIGNO:MTC12895			
XPROP:Ga-content			
XUNIT:at %			
YPROP:Tc			
YUNIT:K			
PPROP:			
PUNIT:			

---------			
xdata	ydata	pdata	number
10.28	17.04	1	1
12.97	16.76	1	2
15.59	16.47	1	3
19.28	16.12	1	4
20.41	15.9	1	5
22.75	15.81	1	6
24.8	16.11	1	7
27	15.99	1	8
30.18	16.25	1	9
31.03	16.5	1	10
32.88	16.12	1	11
33.8	15.83	1	12
37.76	14.38	1	13
