****			
FIGNO: MHC151645			
XPROP: T			
XUNIT: K			
YPROP: Hc2			
YUNIT: T			
"PPROP: 1 low field,  2  high field measurement"			
PUNIT:			
SAMPLE: FeSe0.25Te0.75			
****			

XDATA	YDATA	PDATA	NUMBER
13.01 	7.00 	1	
13.12 	5.97 	1	
13.24 	4.97 	1	
13.33 	3.99 	1	
13.43 	2.99 	1
13.52 	2.01 	1
13.61 	0.98 	1
13.72 	0.00 	1
1.39 	44.10 	2
4.16 	40.45 	2
5.18 	38.95 	2
5.97 	37.21 	2
8.19 	32.14 	2
10.31 	23.51 	2
11.98 	15.45 	2
13.00 	5.81 	2
