****			
FIGNO: MHC151215			
XPROP: T			
XUNIT: K			
YPROP: Hc2			
YUNIT: T			
"PPROP: 1 Hc2//ab,  2 Hc2//c"			
PUNIT:			
SAMPLE: Ba(Fe1-xCox)2As2 x=0.038			
****			

XDATA	YDATA	PDATA	NUMBER
4.28 	29.94 	1	
5.31 	26.74 	1	
6.76 	21.71 	1	
8.27 	16.91 	1	
9.78 	11.89 	1
11.26 	6.86 	1
2.16 	32.46 	2
3.15 	29.03 	2
4.15 	25.37 	2
5.15 	22.40 	2
6.18 	19.20 	2
7.18 	16.23 	2
8.14 	13.49 	2
9.17 	10.51 	2
10.14 	7.77 	2
11.17 	5.03 	2
